iter	Passed	Remaining
637	31852	18073
638	31894	18018
639	31943	17968
640	31991	17917
641	32036	17864
642	32085	17813
643	32130	17761
644	32180	17711
645	32228	17660
646	32276	17610
647	32339	17567
648	32404	17525
649	32442	17468
650	32481	17413
651	32526	17360
652	32577	17311
653	32624	17260
654	32667	17206
655	32716	17156
656	32764	17105
657	32808	17052
658	32858	17002
659	32924	16960
660	32969	16908
661	33018	16858
662	33066	16807
663	33113	16756
664	33150	16699
665	33190	16644
666	33240	16595
667	33276	16538
668	33318	16484
669	33366	16434
670	33412	16382
671	33460	16331
672	33508	16281
673	33558	16231
674	33607	16181
675	33649	16127
676	33698	16077
677	33744	16026
678	33808	15983
679	33856	15932
680	33901	15880
681	33950	15830
682	33999	15780
683	34044	15728
684	34092	15677
685	34135	15624
686	34171	15568
687	34219	15518
688	34266	15467
689	34317	15417
690	34353	15362
691	34395	15308
692	34441	15257
693	34489	15206
694	34536	15156
695	34586	15106
696	34649	15063
697	34696	15012
698	34741	14960
699	34808	14917
700	34868	14872
701	34915	14821
702	34964	14771
703	35028	14727
704	35074	14676
705	35123	14626
706	35158	14570
707	35199	14517
708	35248	14467
709	35293	14415
710	35341	14365
711	35389	14315
712	35438	14264
713	35505	14222
714	35548	14169
715	35613	14126
716	35661	14075
717	35706	14024
718	35754	13973
719	35799	13922
720	35851	13873
721	35913	13828
722	35962	13778
723	36010	13727
724	36058	13677
725	36122	13632
726	36169	13582
727	36214	13530
728	36261	13479
729	36326	13435
730	36392	13391
731	36454	13346
732	36503	13296
733	36563	13250
734	36614	13201
735	36660	13149
736	36723	13104
737	36771	13054
738	36806	12999
739	36851	12947
740	36895	12896
741	36946	12846
742	36994	12796
743	37058	12751
744	37103	12699
745	37152	12649
746	37212	12603
747	37278	12559
748	37327	12509
749	37390	12463
750	37456	12418
751	37501	12367
752	37565	12322
753	37611	12271
754	37659	12220
755	37707	12169
756	37755	12119
757	37801	12068
758	37850	12018
759	37896	11967
760	37962	11922
761	38008	11871
762	38055	11820
763	38102	11769
764	38152	11719
765	38195	11668
766	38246	11618
767	38309	11572
768	38357	11522
769	38404	11471
770	38467	11425
771	38515	11374
772	38561	11324
773	38601	11271
774	38642	11218
775	38690	11168
776	38736	11117
777	38780	11066
778	38831	11016
779	38893	10969
780	38942	10919
781	38992	10870
782	39041	10819
783	39088	10769
784	39133	10718
785	39183	10668
786	39247	10622
787	39296	10572
788	39343	10521
789	39405	10474
790	39454	10424
791	39502	10374
792	39562	10327
793	39612	10277
794	39673	10230
795	39715	10178
796	39783	10133
797	39834	10083
798	39881	10032
799	39942	9985
800	40008	9939
801	40070	9892
802	40134	9846
803	40181	9795
804	40228	9744
805	40293	9698
806	40339	9647
807	40387	9597
808	40434	9546
809	40513	9503
810	40559	9452
811	40624	9405
812	40668	9354
813	40729	9306
814	40780	9256
815	40828	9206
816	40876	9155
817	40956	9112
818	40997	9060
819	41064	9014
820	41113	8963
821	41174	8916
822	41225	8866
823	41262	8813
824	41307	8762
825	41348	8710
826	41395	8659
827	41459	8612
828	41506	8561
829	41555	8511
830	41601	8460
831	41648	8409
832	41689	8357
833	41743	8308
834	41790	8258
835	41836	8207
836	41882	8156
837	41949	8109
838	41997	8059
839	42041	8007
840	42090	7957
841	42148	7909
842	42198	7859
843	42246	7808
844	42294	7758
845	42342	7707
846	42386	7656
847	42453	7609
848	42498	7558
849	42561	7510
850	42609	7460
851	42672	7412
852	42721	7362
853	42766	7311
854	42811	7260
855	42860	7210
856	42924	7162
857	42984	7114
858	43036	7064
859	43079	7013
860	43117	6960
861	43161	6909
862	43203	6858
863	43256	6808
864	43302	6758
865	43364	6709
866	43409	6659
867	43474	6611
868	43522	6560
869	43566	6509
870	43613	6459
871	43675	6411
872	43726	6361
873	43773	6310
874	43819	6259
875	43865	6209
876	43913	6158
877	43978	6110
878	44026	6060
879	44073	6010
880	44120	5959
881	44167	5909
882	44216	5858
883	44264	5808
884	44312	5758
885	44358	5707
886	44405	5657
887	44470	5608
888	44516	5558
889	44564	5507
890	44616	5458
891	44677	5409
892	44724	5358
893	44771	5308
894	44819	5258
895	44866	5207
896	44912	5157
897	44961	5107
898	45011	5056
899	45057	5006
900	45104	4956
901	45149	4905
902	45198	4855
903	45263	4806
904	45313	4756
905	45350	4705
906	45390	4654
907	45437	4603
908	45485	4553
909	45534	4503
910	45579	4452
911	45629	4402
912	45675	4352
913	45722	4302
914	45772	4252
915	45817	4201
916	45865	4151
917	45913	4101
918	45960	4050
919	46007	4000
920	46055	3950
921	46103	3900
922	46149	3849
923	46197	3799
924	46243	3749
925	46306	3700
926	46353	3650
927	46403	3600
928	46450	3550
929	46486	3498
930	46531	3448
931	46576	3398
932	46625	3348
933	46673	3298
934	46717	3247
935	46766	3197
936	46814	3147
937	46850	3096
938	46910	3047
939	46958	2997
940	47004	2947
941	47066	2897
942	47116	2847
943	47179	2798
944	47226	2748
945	47273	2698
946	47322	2648
947	47369	2598
948	47416	2548
949	47464	2498
950	47514	2448
951	47552	2397
952	47592	2347
953	47638	2297
954	47685	2246
955	47734	2196
956	47773	2146
957	47811	2096
958	47859	2046
959	47905	1996
960	47954	1946
961	48004	1896
962	48066	1846
963	48113	1796
964	48161	1746
965	48209	1696
966	48256	1646
967	48303	1596
968	48352	1546
969	48400	1496
970	48446	1446
971	48493	1396
972	48544	1347
973	48589	1297
974	48636	1247
975	48699	1197
976	48747	1147
977	48808	1097
978	48857	1048
979	48900	997
980	48950	948
981	48998	898
982	49047	848
983	49093	798
984	49140	748
985	49184	698
986	49234	648
987	49298	598
988	49347	548
989	49392	498
990	49442	449
991	49489	399
992	49537	349
993	49603	299
994	49646	249
995	49695	199
996	49742	149
997	49790	99
998	49834	49
999	49881	0
