iter	Logloss
725	0.2933550064
726	0.2933029308
727	0.2932607428
728	0.2932387768
729	0.2932086889
730	0.2931321957
731	0.2930685774
732	0.2930006017
733	0.2929602086
734	0.2928981133
735	0.2928376079
736	0.292790955
737	0.2927413096
738	0.2926864649
739	0.2926192246
740	0.2925913396
741	0.2925447457
742	0.2924829346
743	0.2924197684
744	0.2923664409
745	0.292319916
746	0.2922542856
747	0.2921887845
748	0.2921444475
749	0.2921134806
750	0.2920403914
751	0.2919716822
752	0.2919098436
753	0.2918566834
754	0.2918096653
755	0.2917253463
756	0.2916946244
757	0.2916611607
758	0.2916025899
759	0.2915678101
760	0.2914895262
761	0.291455597
762	0.2913922327
763	0.2913356609
764	0.2912665822
765	0.2912589891
766	0.291198953
767	0.2911617305
768	0.2911271772
769	0.2910711684
770	0.2910171853
771	0.2909601193
772	0.2909288691
773	0.2908676057
774	0.2908335648
775	0.2907639388
776	0.2907221427
777	0.290704523
778	0.2906702332
779	0.290653381
780	0.2906040527
781	0.2905551502
782	0.2905040338
783	0.2904179199
784	0.2903728671
785	0.2902700668
786	0.290216386
787	0.2901521612
788	0.2901142708
789	0.2900550386
790	0.2899924163
791	0.289936244
792	0.2899156857
793	0.289883
794	0.2898661958
795	0.2897847712
796	0.2897311763
797	0.2896697646
798	0.2896075752
799	0.2895344121
800	0.2894680124
801	0.289433621
802	0.2893652601
803	0.2893428767
804	0.2893129943
805	0.2892407109
806	0.2892071753
807	0.2891705684
808	0.289079623
809	0.2890084917
810	0.2889818142
811	0.288951156
812	0.2889211202
813	0.288855007
814	0.2888231298
815	0.2887543809
816	0.2887244769
817	0.2886171337
818	0.2885822802
819	0.2885372268
820	0.2884885347
821	0.2884265267
822	0.2883506434
823	0.2882985511
824	0.2882319238
825	0.2881675053
826	0.2881301511
827	0.2880843668
828	0.2880073215
829	0.2879762379
830	0.2879435892
831	0.2879058165
832	0.2878693662
833	0.2878506459
834	0.2877861059
835	0.2876973746
836	0.2876612154
837	0.2876138876
838	0.2875841571
839	0.2875161025
840	0.2874485583
841	0.2874239746
842	0.2873733101
843	0.287337741
844	0.2873062364
845	0.2872912229
846	0.2872637759
847	0.2871848333
848	0.287138811
849	0.2871072684
850	0.2870719377
851	0.2870553548
852	0.2870241472
853	0.2869756816
854	0.2869621365
855	0.2869304989
856	0.2868917025
857	0.2868169453
858	0.2867754183
859	0.2867385624
860	0.2866787758
861	0.2866276377
862	0.2865981084
863	0.2865177025
864	0.2864845831
865	0.2864450477
866	0.286413806
867	0.2864019618
868	0.2863342194
869	0.2862512321
870	0.286206862
871	0.2861774505
872	0.2861146873
873	0.2860572674
874	0.2860014865
875	0.2859569543
876	0.285882511
877	0.2858458616
878	0.2857826632
879	0.2857384517
880	0.2856717696
881	0.2856077587
882	0.2855172595
883	0.285470382
884	0.2854390084
885	0.2853810929
886	0.2853454449
887	0.285308943
888	0.2852809435
889	0.2852410465
890	0.2851687206
891	0.2851025055
892	0.2850719356
893	0.2850466323
894	0.2849825933
895	0.2849361747
896	0.2848998093
897	0.2848628772
898	0.2848205463
899	0.2847714394
900	0.2847321564
901	0.2846594258
902	0.2846251104
903	0.2845833461
904	0.2845086884
905	0.2844510584
906	0.2844089304
907	0.2843679895
908	0.2843062474
909	0.2842285052
910	0.2841873538
911	0.284111064
912	0.2840731689
913	0.2840028645
914	0.2839538423
915	0.2838997601
916	0.2838515208
917	0.2837838741
918	0.2837338285
919	0.2836844348
920	0.2836542794
921	0.283600327
922	0.2835537399
923	0.2834931427
924	0.2834695343
925	0.283420964
926	0.2833824499
927	0.2833345118
928	0.2832707169
929	0.2832282174
930	0.2831842871
931	0.2831187527
932	0.2830829159
933	0.2830299533
934	0.2830216149
935	0.2829708698
936	0.2829226581
937	0.2828750035
938	0.282840193
939	0.2828001125
940	0.282738867
941	0.2827177586
942	0.2826678932
943	0.2826176175
944	0.2825721303
945	0.2825379688
946	0.2825002994
947	0.2824649907
948	0.282425069
949	0.2823793656
950	0.2823368942
951	0.2823129931
952	0.2822523877
953	0.2822284423
954	0.2821946209
955	0.2821641995
956	0.2821160858
957	0.2820830506
958	0.2820248279
959	0.2819868504
960	0.2819551665
961	0.2819185682
962	0.2818699397
963	0.2818214738
964	0.2817776977
965	0.2817299524
966	0.281674647
967	0.2816459213
968	0.2816142699
969	0.2815815504
970	0.281507429
971	0.2814596447
972	0.2813885986
973	0.2813369941
974	0.2812739965
975	0.2812226437
976	0.2811791078
977	0.2811189577
978	0.2810560738
979	0.2810253979
980	0.2810043223
981	0.2809528156
982	0.280900282
983	0.2808507437
984	0.2807875299
985	0.2807282413
986	0.2807088933
987	0.2806775216
988	0.2805950376
989	0.2805826271
990	0.2805344189
991	0.2804929849
992	0.2804253904
993	0.2803552372
994	0.2803146863
995	0.2802842862
996	0.2802570057
997	0.2802218757
998	0.2801874139
999	0.2801786037
