iter	Logloss	Accuracy
162	0.3480861637	0.8722539338
163	0.3479540813	0.8722539338
164	0.3478214244	0.8722539338
165	0.3476949854	0.8722539338
166	0.3475770237	0.8722539338
167	0.3474680995	0.8722539338
168	0.3473559106	0.8722539338
169	0.3472488624	0.8722539338
170	0.347163028	0.8722539338
171	0.3470605425	0.8722539338
172	0.3469520368	0.8722708718
173	0.3468753419	0.8722708718
174	0.3467925895	0.8722878098
175	0.3466796401	0.8722878098
176	0.3465932216	0.8722878098
177	0.3464949353	0.8722878098
178	0.3463834021	0.8722878098
179	0.3462791437	0.8722878098
180	0.3461834425	0.8722878098
181	0.3460720695	0.8722878098
182	0.3459897804	0.8722878098
183	0.3459101601	0.8722878098
184	0.3458352151	0.8722878098
185	0.3457735809	0.8722878098
186	0.345680117	0.8722878098
187	0.3456118028	0.8722878098
188	0.3455278457	0.8722878098
189	0.3454307919	0.8723047477
190	0.3453551849	0.8723047477
191	0.3452745079	0.8723047477
192	0.3451952658	0.8723047477
193	0.3450980801	0.8723047477
194	0.344991069	0.8723047477
195	0.3448896657	0.8723047477
196	0.3448298332	0.8723047477
197	0.3447591386	0.8723047477
198	0.3446904597	0.8723047477
199	0.3446285389	0.8723047477
200	0.3445755637	0.8723047477
201	0.3445156892	0.8723047477
202	0.3444567545	0.8723047477
203	0.3443979619	0.8723047477
204	0.3443319688	0.8723047477
205	0.3442693925	0.8723047477
206	0.344215064	0.8723047477
207	0.3441552835	0.8723047477
208	0.3440891854	0.8723047477
209	0.3440169679	0.8723047477
210	0.3439619327	0.8723216857
211	0.3439131196	0.8723386236
212	0.3438350797	0.8723386236
213	0.343759117	0.8723386236
214	0.3436976096	0.8723555616
215	0.3436460637	0.8723555616
216	0.3436147498	0.8723555616
217	0.3435527447	0.8723555616
218	0.3435013704	0.8723386236
219	0.3434516355	0.8723386236
220	0.3434021629	0.8723386236
221	0.3433517917	0.8723386236
222	0.3432925593	0.8723386236
223	0.3432436655	0.8723386236
224	0.3431732625	0.8723724995
225	0.3431059339	0.8723724995
226	0.3430587441	0.8723724995
227	0.3430003579	0.8723555616
228	0.3429459976	0.8723386236
229	0.3428955101	0.8723555616
230	0.3428385948	0.8723724995
231	0.3428159202	0.8723724995
232	0.3427662144	0.8723894375
233	0.3427104238	0.8723894375
234	0.3426906062	0.8723724995
235	0.3426411958	0.8723724995
236	0.3425858945	0.8723894375
237	0.3425148179	0.8723894375
238	0.3424683306	0.8724063754
239	0.3424134762	0.8723894375
240	0.3423553971	0.8724063754
241	0.3423086052	0.8724233134
242	0.342272244	0.8724402514
243	0.3422311472	0.8724741273
244	0.3421915693	0.8724741273
245	0.3421531869	0.8724571893
246	0.3421015136	0.8724571893
247	0.3420575319	0.8724571893
248	0.3420157412	0.8724571893
249	0.3419757252	0.8724571893
250	0.3419328518	0.8724741273
251	0.3418707752	0.8725080032
252	0.3418137108	0.8725249411
253	0.3417819772	0.8725249411
254	0.3417532401	0.8725418791
255	0.3417326826	0.8725418791
256	0.3416761408	0.8725249411
257	0.3416441697	0.8725249411
258	0.3416110164	0.8725249411
259	0.3415848945	0.8725418791
260	0.3415411439	0.8725418791
261	0.3414982345	0.8725418791
262	0.3414503369	0.8725588171
263	0.3414198747	0.8725588171
264	0.3413809523	0.872575755
265	0.3413321902	0.872575755
266	0.3413075471	0.872575755
267	0.3412667945	0.872592693
268	0.3412398288	0.872592693
269	0.3412149437	0.872592693
270	0.3411869944	0.8726265689
271	0.3411289514	0.8726265689
272	0.3410915354	0.8726265689
273	0.3410692602	0.8726265689
274	0.3410400171	0.8726265689
275	0.3409970568	0.8726096309
276	0.3409924072	0.872592693
277	0.340963968	0.872592693
278	0.3409184441	0.872592693
279	0.34087822	0.872575755
280	0.3408480149	0.8725588171
281	0.3408204707	0.872575755
282	0.3408000419	0.872575755
283	0.3407589827	0.8725588171
284	0.3407280675	0.8725588171
285	0.3406959421	0.8725418791
286	0.3406647833	0.8725418791
287	0.3406330796	0.872592693
288	0.3406074644	0.872592693
289	0.3405777836	0.8726265689
290	0.3405531294	0.8726265689
291	0.3405186227	0.8726265689
292	0.3404952787	0.872592693
293	0.3404828874	0.8726265689
294	0.340447164	0.8726265689
295	0.3404106096	0.8726604448
296	0.3403874303	0.8726604448
297	0.3403562815	0.8726604448
298	0.3403240823	0.8726773827
299	0.3402830143	0.8726604448
300	0.3402594741	0.8726604448
301	0.3402276388	0.8726773827
302	0.3401900823	0.8727112587
303	0.3401569932	0.8727112587
304	0.3401293073	0.8727281966
305	0.3400996827	0.8727281966
306	0.3400619002	0.8727451346
307	0.3400209961	0.8727620725
308	0.3400002824	0.8727620725
309	0.3399681147	0.8727790105
310	0.3399398574	0.8727959484
311	0.3399277604	0.8727790105
312	0.3399132538	0.8728128864
313	0.3399085593	0.8728128864
314	0.3398610782	0.8728637003
315	0.3398227047	0.8728806382
316	0.3397911293	0.8728637003
317	0.3397760245	0.8728637003
318	0.3397522599	0.8728467623
319	0.3397140941	0.8728467623
320	0.339702996	0.8728467623
321	0.3396710872	0.8728467623
322	0.3396518363	0.8728467623
323	0.3396240842	0.8728467623
324	0.3395964121	0.8728467623
325	0.339584209	0.8728637003
326	0.3395612357	0.8728637003
327	0.3395454344	0.8728637003
328	0.3395179381	0.8728806382
329	0.3395087728	0.8728806382
330	0.3394952666	0.8728637003
331	0.3394678659	0.8728637003
332	0.3394360038	0.8728637003
333	0.3394146344	0.8728637003
334	0.3393836868	0.8728637003
335	0.3393584355	0.8728637003
336	0.3393387908	0.8728637003
337	0.3393248708	0.8728637003
338	0.3393025678	0.8728637003
339	0.3392827926	0.8728637003
340	0.3392516975	0.8728467623
341	0.3392273846	0.8728467623
342	0.339209123	0.8728467623
343	0.3391836423	0.8728806382
344	0.3391650747	0.8728637003
345	0.3391477569	0.8728637003
346	0.3391309409	0.8728637003
347	0.339091137	0.8728637003
348	0.3390678348	0.8728806382
349	0.3390381633	0.8728806382
350	0.3390080645	0.8728806382
351	0.3389944407	0.8728975762
352	0.3389710051	0.8728975762
353	0.3389446144	0.8729145141
354	0.3389238666	0.8729145141
355	0.3389100331	0.8729145141
356	0.3388887849	0.8729145141
357	0.3388610701	0.8728975762
358	0.3388342843	0.8728975762
359	0.3388196549	0.8728975762
360	0.3387887532	0.8728975762
361	0.33875383	0.8728975762
362	0.3387334865	0.8728975762
363	0.3387039823	0.8728975762
364	0.3386844799	0.8728975762
365	0.3386639356	0.8728806382
366	0.3386522832	0.8728806382
367	0.3386344794	0.8728975762
368	0.3386282764	0.8728975762
369	0.3386058643	0.8729145141
370	0.3385944397	0.8729145141
371	0.3385650346	0.8729314521
372	0.338543326	0.8729314521
373	0.3385211422	0.8729314521
374	0.3385031061	0.8729314521
375	0.3384736524	0.8729145141
376	0.3384569606	0.8729314521
377	0.3384405387	0.8729314521
378	0.338429897	0.8729314521
379	0.3384034348	0.872965328
380	0.3383948754	0.872965328
381	0.3383822821	0.872982266
382	0.3383778144	0.872982266
383	0.3383523312	0.872982266
384	0.338330332	0.872965328
385	0.338313302	0.872965328
386	0.3382938671	0.872965328
387	0.338261797	0.87294839
388	0.3382397281	0.8729992039
389	0.3382203644	0.8729992039
390	0.338207887	0.8730161419
391	0.3381926485	0.8729992039
392	0.3381736381	0.8729992039
393	0.3381661975	0.872982266
394	0.3381509433	0.872965328
395	0.3381298955	0.87294839
396	0.3381044965	0.87294839
397	0.3380831469	0.87294839
398	0.3380687734	0.87294839
399	0.3380536284	0.87294839
400	0.3380301115	0.87294839
401	0.3380152241	0.8729314521
402	0.337999763	0.87294839
403	0.3379748411	0.87294839
404	0.3379598154	0.8729314521
405	0.3379351787	0.872965328
406	0.3379082661	0.872982266
407	0.3378986285	0.872982266
408	0.337879736	0.872982266
409	0.3378619824	0.8729992039
410	0.3378380181	0.8730330798
411	0.3378195902	0.8730500178
412	0.3378049134	0.8730500178
413	0.3377890366	0.8730669557
414	0.3377691182	0.8730669557
415	0.3377536481	0.8729992039
416	0.337744118	0.8730161419
417	0.3377240549	0.8729992039
418	0.3377122497	0.8729992039
419	0.3376933292	0.8729992039
420	0.3376735696	0.8729992039
421	0.3376642812	0.872982266
422	0.3376530778	0.872982266
423	0.3376349431	0.8729992039
424	0.3376224486	0.872982266
425	0.3376152269	0.872965328
426	0.3376027443	0.872965328
427	0.3375999856	0.872965328
428	0.3375808579	0.872982266
429	0.337558761	0.8729992039
430	0.3375462829	0.8729992039
431	0.3375315702	0.8729992039
432	0.3375154073	0.8730161419
433	0.337505947	0.8730161419
434	0.3374874777	0.8730161419
435	0.3374702543	0.8730330798
436	0.3374529404	0.8730330798
437	0.3374338125	0.8730161419
438	0.3374191163	0.8730161419
439	0.3374082113	0.8730330798
440	0.3373956882	0.8730330798
441	0.3373832285	0.8730330798
442	0.3373682346	0.8730330798
443	0.337350147	0.8730161419
444	0.3373393883	0.8730330798
445	0.33731697	0.8730330798
446	0.3373021464	0.8730330798
447	0.3372876983	0.8730330798
448	0.3372769273	0.8730330798
449	0.3372563351	0.8729992039
450	0.337247703	0.8729992039
451	0.3372322971	0.8730330798
452	0.3372168763	0.8730161419
453	0.3372023219	0.8730330798
454	0.3371826402	0.8730330798
455	0.3371738722	0.8730161419
456	0.3371494416	0.8730330798
457	0.3371434578	0.8730500178
458	0.3371366479	0.8730500178
459	0.3371182835	0.8730669557
460	0.3371062755	0.8730500178
461	0.3370984919	0.8730669557
462	0.337082209	0.8730500178
463	0.3370664073	0.8730669557
464	0.3370558311	0.8731008317
465	0.3370481754	0.8731008317
466	0.3370380875	0.8731008317
467	0.337030902	0.8731008317
468	0.3370176482	0.8731008317
469	0.3370055374	0.8731177696
470	0.336992404	0.8731008317
471	0.3369808745	0.8730838937
472	0.3369619386	0.8730500178
473	0.3369555335	0.8730500178
474	0.3369396557	0.8730669557
475	0.3369238102	0.8730669557
476	0.3369065684	0.8730669557
477	0.3368996753	0.8730669557
478	0.3368888884	0.8730669557
479	0.33685671	0.8730838937
480	0.3368459746	0.8730838937
481	0.3368444483	0.8730838937
482	0.3368346629	0.8730838937
483	0.3368293524	0.8730838937
484	0.3368218085	0.8730669557
485	0.3368136673	0.8730669557
486	0.3368030691	0.8730669557
487	0.3367813523	0.8730500178
488	0.3367753156	0.8730500178
489	0.3367689426	0.8730500178
490	0.3367658861	0.8730500178
491	0.3367461244	0.8730500178
492	0.3367277862	0.8730161419
493	0.3367132742	0.8730330798
494	0.3366982038	0.8730500178
495	0.3366916304	0.8730500178
496	0.3366769776	0.8730500178
497	0.3366675251	0.8730838937
498	0.3366530618	0.8731177696
499	0.3366444677	0.8731347076
500	0.3366342697	0.8731347076
501	0.3366241192	0.8731516455
502	0.3366099559	0.8731516455
503	0.3365973919	0.8731516455
504	0.3365837822	0.8731516455
505	0.3365730537	0.8731516455
506	0.3365722085	0.8731516455
507	0.3365595733	0.8731347076
508	0.3365373409	0.8731516455
509	0.3365336962	0.8731685835
510	0.3365193666	0.8731516455
511	0.33649682	0.8731516455
512	0.3364896628	0.8731685835
513	0.3364871734	0.8731685835
514	0.3364731734	0.8731855214
515	0.3364584469	0.8732024594
516	0.3364539678	0.8732193973
517	0.3364510938	0.8732193973
518	0.3364239014	0.8732363353
519	0.3364134149	0.8732532733
520	0.3363907231	0.8732532733
521	0.3363822041	0.8732532733
522	0.3363725333	0.8732193973
523	0.3363646388	0.8732532733
524	0.3363582945	0.8732702112
525	0.3363323404	0.8732702112
526	0.3363037465	0.8732532733
527	0.3362997781	0.8732363353
528	0.3362847689	0.8732363353
529	0.3362686613	0.8732363353
530	0.3362649817	0.8732532733
531	0.3362527083	0.8732363353
532	0.3362520582	0.8732363353
533	0.3362394769	0.8732363353
534	0.3362270631	0.8732363353
535	0.3362191719	0.8732363353
536	0.336207622	0.8732532733
537	0.3361932411	0.8732532733
538	0.3361695307	0.8732363353
539	0.3361484541	0.8732363353
540	0.3361370563	0.8732193973
541	0.3361250216	0.8732363353
542	0.3361052346	0.8732532733
543	0.3360823194	0.8732532733
544	0.3360720961	0.8732532733
545	0.3360572872	0.8732532733
546	0.3360421642	0.8732702112
547	0.3360185633	0.8732532733
548	0.336006429	0.8732532733
549	0.3359963858	0.8732532733
550	0.3359839111	0.8732532733
551	0.3359740144	0.8732532733
552	0.3359602188	0.8732532733
553	0.3359574168	0.8732532733
554	0.3359553332	0.8732532733
555	0.3359412951	0.8732702112
556	0.3359250493	0.8732532733
557	0.3359249999	0.8732532733
558	0.3359175368	0.8732363353
559	0.3359145447	0.8732363353
560	0.3358891808	0.8732193973
561	0.3358679391	0.8731855214
562	0.3358484785	0.8731855214
563	0.3358245969	0.8731685835
564	0.3358171115	0.8731685835
565	0.3358106445	0.8731516455
566	0.3358083183	0.8731516455
567	0.3357974266	0.8731347076
568	0.33579052	0.8731685835
569	0.3357771955	0.8731516455
570	0.3357684472	0.8731855214
571	0.3357637451	0.8731516455
572	0.335745524	0.8731347076
573	0.3357358703	0.8731685835
574	0.3357281924	0.8731855214
575	0.3357220662	0.8731855214
576	0.335716505	0.8731855214
577	0.3357054998	0.8731685835
578	0.3357021564	0.8731685835
579	0.3356966673	0.8731685835
580	0.3356843185	0.8731685835
581	0.3356698444	0.8731685835
582	0.335655529	0.8731685835
583	0.335635997	0.8731516455
584	0.3356200576	0.8731516455
585	0.3356141977	0.8731516455
586	0.3356084611	0.8731516455
587	0.335603422	0.8731516455
588	0.335599178	0.8731516455
589	0.335586448	0.8731516455
590	0.3355798586	0.8731516455
591	0.3355754309	0.8731516455
592	0.3355644813	0.8731516455
593	0.3355643878	0.8731516455
594	0.3355548987	0.8731685835
595	0.3355421939	0.8731685835
596	0.3355371606	0.8732024594
597	0.3355214041	0.8732024594
598	0.3355038207	0.8732024594
599	0.3354989741	0.8731685835
600	0.335492744	0.8731855214
601	0.3354867863	0.8731855214
602	0.335482734	0.8731855214
603	0.3354804368	0.8731685835
604	0.3354687913	0.8731516455
605	0.3354591518	0.8731685835
606	0.3354414942	0.8731855214
607	0.3354314544	0.8731685835
608	0.3354196057	0.8731855214
609	0.3354128318	0.8731685835
610	0.3354046908	0.8731516455
611	0.3353905455	0.8731516455
612	0.3353814227	0.8731177696
613	0.3353723546	0.8731685835
614	0.3353665701	0.8731516455
615	0.335355705	0.8732024594
616	0.3353465209	0.8732024594
617	0.3353403778	0.8731685835
618	0.3353333317	0.8731855214
619	0.3353261953	0.8731855214
620	0.3353152571	0.8731855214
621	0.3353120997	0.8731855214
622	0.3352968501	0.8732363353
623	0.3352875088	0.8732363353
624	0.335270185	0.8732363353
625	0.33526849	0.8732532733
626	0.3352676486	0.8732532733
627	0.3352625449	0.8732532733
628	0.3352464828	0.8732363353
629	0.3352449199	0.8732363353
630	0.3352302316	0.8732193973
631	0.3352181923	0.8732024594
632	0.3352064247	0.8732193973
633	0.3352051005	0.8732193973
634	0.3351905665	0.8732193973
635	0.3351787206	0.8732193973
636	0.3351785246	0.8732193973
637	0.3351570112	0.8732702112
638	0.3351435606	0.8732702112
639	0.3351369945	0.8732871492
640	0.3351218513	0.8733040871
641	0.3351102033	0.8733040871
642	0.3350934421	0.8732871492
643	0.3350851718	0.8732702112
644	0.3350713661	0.8733040871
645	0.3350613689	0.8733040871
646	0.3350567037	0.8732871492
647	0.3350475567	0.8732871492
648	0.3350386135	0.8732871492
649	0.3350274304	0.8733040871
650	0.3350229711	0.8733040871
651	0.3350075211	0.8732871492
652	0.3349891344	0.8733210251
653	0.3349887493	0.8733210251
654	0.3349775233	0.873337963
655	0.3349614271	0.8733210251
656	0.3349446278	0.8733040871
657	0.3349390263	0.873354901
658	0.3349135131	0.873354901
659	0.3349034348	0.873371839
660	0.3348885171	0.873371839
661	0.334878985	0.873371839
662	0.3348683331	0.873371839
663	0.3348628473	0.873371839
664	0.334859246	0.873354901
665	0.3348491313	0.873337963
666	0.3348398897	0.873337963
667	0.3348316768	0.873337963
668	0.3348316672	0.873337963
669	0.3348131298	0.873371839
670	0.3348039991	0.8733887769
671	0.3347921572	0.8734226528
672	0.3347877253	0.8734226528
673	0.33477253	0.8734057149
674	0.3347720379	0.8734057149
675	0.3347598864	0.8734057149
676	0.3347473585	0.8734057149
677	0.3347435334	0.8734057149
678	0.3347323134	0.8734057149
679	0.3347140629	0.8734226528
680	0.3347113449	0.8734226528
681	0.3347041311	0.8734226528
682	0.3346950353	0.8734057149
683	0.3346768736	0.8734226528
684	0.3346674426	0.8734057149
685	0.3346617576	0.8734057149
686	0.3346616079	0.8734057149
687	0.3346548908	0.8734057149
688	0.3346466554	0.8734057149
689	0.3346330384	0.8734226528
690	0.3346191067	0.8734395908
691	0.3346154629	0.8734226528
692	0.3346024645	0.8734057149
693	0.3345811762	0.8734395908
694	0.3345764553	0.8734057149
695	0.3345692672	0.8733887769
696	0.3345551944	0.8734057149
697	0.3345475109	0.873371839
698	0.3345451508	0.8733887769
699	0.3345420741	0.8733887769
700	0.3345295179	0.8733887769
701	0.3345231085	0.8733887769
702	0.3345157701	0.8733887769
703	0.3345062104	0.8734057149
704	0.3344962802	0.8734057149
705	0.3344842263	0.8734057149
706	0.334478399	0.8734226528
707	0.3344690261	0.8733887769
708	0.3344557431	0.8733887769
709	0.3344442678	0.8734057149
710	0.3344361592	0.8734057149
711	0.3344357803	0.8734057149
712	0.334425653	0.8734057149
713	0.3344043125	0.8734057149
714	0.3343894239	0.8734057149
715	0.3343775685	0.8733887769
716	0.3343622581	0.8733887769
717	0.3343611966	0.8733887769
718	0.3343504455	0.8734057149
719	0.334332364	0.8734226528
720	0.3343259418	0.8734226528
721	0.3343185842	0.8734395908
722	0.3342937964	0.8734395908
723	0.3342739483	0.8734226528
724	0.334267586	0.8734395908
725	0.3342646713	0.8734395908
726	0.3342561666	0.8734565287
727	0.334249704	0.8734226528
728	0.3342412226	0.8734057149
729	0.3342318124	0.8734057149
730	0.3342239071	0.8734057149
731	0.3342084018	0.8733887769
732	0.3341977242	0.8734057149
733	0.3341959421	0.8734057149
734	0.3341813825	0.8734057149
735	0.3341714845	0.8734057149
736	0.3341556079	0.8734226528
737	0.3341472539	0.8734057149
738	0.3341472256	0.8734057149
739	0.3341358201	0.8733887769
740	0.3341350583	0.8733887769
741	0.3341226785	0.8733887769
742	0.3341171564	0.8733887769
743	0.3341051068	0.8733887769
744	0.334090991	0.8734226528
745	0.334078508	0.8734226528
746	0.3340710702	0.8734226528
747	0.3340565371	0.8734057149
748	0.3340506568	0.8733887769
749	0.3340405906	0.8733887769
750	0.3340243206	0.8734057149
751	0.3340147898	0.8734226528
752	0.334003909	0.8734226528
753	0.3340037393	0.8734226528
754	0.3339901095	0.8734226528
755	0.3339794109	0.8734057149
756	0.3339638355	0.8734057149
757	0.3339468833	0.8734057149
758	0.3339408625	0.8734226528
759	0.333923954	0.8734226528
760	0.3339152238	0.8734057149
761	0.3339010908	0.8734226528
762	0.3338894255	0.8734057149
763	0.3338789813	0.8734057149
764	0.3338663283	0.8733887769
765	0.3338586222	0.8733887769
766	0.3338532147	0.8734057149
767	0.333839413	0.8734057149
768	0.3338284022	0.8734057149
769	0.3338153918	0.8734226528
770	0.333808854	0.8734057149
771	0.3337953207	0.8734057149
772	0.3337801573	0.8734226528
773	0.3337728207	0.8734395908
774	0.3337612744	0.8734057149
775	0.3337515241	0.8734226528
776	0.3337425363	0.8734057149
777	0.3337253648	0.8734057149
778	0.3337114112	0.8733887769
779	0.3337022393	0.8734057149
780	0.3336900818	0.8733887769
781	0.3336744478	0.8734057149
782	0.3336609284	0.8733887769
783	0.3336540336	0.873371839
784	0.3336351649	0.8733887769
785	0.3336219117	0.873371839
786	0.3336111459	0.873371839
787	0.3336039177	0.8734057149
788	0.3335933813	0.873354901
789	0.3335848496	0.8733887769
790	0.3335677753	0.8733887769
791	0.3335560614	0.8734057149
792	0.3335412953	0.8733887769
793	0.3335292564	0.8733887769
794	0.3335181445	0.8733887769
795	0.3335174959	0.8733887769
796	0.333501409	0.8734734667
797	0.3334875884	0.8734565287
798	0.3334834856	0.8734734667
799	0.3334725199	0.8734734667
800	0.3334640186	0.8734565287
801	0.3334505665	0.8734734667
802	0.3334415123	0.8734734667
803	0.3334234836	0.8734734667
804	0.3334234292	0.8734734667
805	0.3334079761	0.8734904046
806	0.3333956007	0.8734734667
807	0.3333829916	0.8734734667
808	0.3333734721	0.8734734667
809	0.3333572576	0.8734904046
810	0.3333432381	0.8734734667
811	0.3333236484	0.8734734667
812	0.3333122256	0.8734734667
813	0.3333006551	0.8734734667
814	0.3332767315	0.8735073426
815	0.3332630266	0.8735242806
816	0.3332580078	0.8735412185
817	0.3332516415	0.8735412185
818	0.3332425213	0.8735412185
819	0.333238083	0.8735242806
820	0.3332199774	0.8735581565
821	0.3332080508	0.8735412185
822	0.3332080475	0.8735412185
823	0.3331950175	0.8735242806
824	0.3331846188	0.8735242806
825	0.3331693601	0.8735242806
826	0.3331581769	0.8735242806
827	0.3331509507	0.8735242806
828	0.3331375628	0.8735242806
829	0.3331277983	0.8735242806
830	0.3331141972	0.8735412185
831	0.3330996823	0.8735581565
832	0.3330897735	0.8735750944
833	0.3330820974	0.8735750944
834	0.3330661648	0.8735750944
835	0.3330554829	0.8735581565
836	0.3330446119	0.8735920324
837	0.3330348107	0.8735750944
838	0.3330273412	0.8735920324
839	0.3330092824	0.8736089703
840	0.332996703	0.8735920324
841	0.3329828759	0.8736089703
842	0.3329666	0.8735920324
843	0.3329564427	0.8735750944
844	0.3329456413	0.8735920324
845	0.3329253018	0.8736089703
846	0.3329184201	0.8735920324
847	0.3329056182	0.8736428463
848	0.3328963466	0.8736428463
849	0.3328798394	0.8736597842
850	0.3328697216	0.8736767222
851	0.3328621091	0.8736767222
852	0.332852307	0.8736936601
853	0.3328444607	0.8736936601
854	0.3328340767	0.8737105981
855	0.3328180225	0.8737105981
856	0.3328087697	0.8736936601
857	0.3327992455	0.8736767222
858	0.3327844392	0.8736767222
859	0.3327668583	0.8736767222
860	0.3327514606	0.8737105981
861	0.3327374391	0.873727536
862	0.332725865	0.8736936601
863	0.3327088735	0.8736936601
864	0.3327023193	0.8736936601
865	0.3326821737	0.8737105981
866	0.3326675979	0.8737783499
867	0.3326561005	0.8737952879
868	0.332640813	0.8738122258
869	0.3326336698	0.8738122258
870	0.332618244	0.8737952879
871	0.3326014799	0.8737783499
872	0.3325952964	0.8737952879
873	0.3325843348	0.8737783499
874	0.332573053	0.8737614119
875	0.3325594874	0.8737783499
876	0.3325438892	0.8737783499
877	0.3325261221	0.8738291638
878	0.3325125738	0.8738291638
879	0.3325015709	0.8738291638
880	0.3324883863	0.8738122258
881	0.332467215	0.8737952879
882	0.3324566625	0.8737952879
883	0.3324443753	0.8738122258
884	0.3324291545	0.8738461017
885	0.3324226561	0.8738461017
886	0.3324150305	0.8738630397
887	0.3323998403	0.8738799776
888	0.332388946	0.8738799776
889	0.3323794972	0.8738799776
