iter	Logloss	Accuracy
122	0.6284479963	0.6701642065
123	0.6281594534	0.6698085245
124	0.6279404115	0.6699863655
125	0.6277935644	0.6703420475
126	0.6276078941	0.6704606082
127	0.6274162337	0.6705791689
128	0.6272143646	0.6714683739
129	0.6270680567	0.671646215
130	0.6268711716	0.671646215
131	0.6266939529	0.6722982987
132	0.6264808966	0.672357579
133	0.6262499837	0.6724761397
134	0.6260708702	0.6722390183
135	0.625893002	0.672001897
136	0.6257206736	0.6721204576
137	0.6255391579	0.6719426166
138	0.6253493141	0.672001897
139	0.6251078382	0.671824056
140	0.624902696	0.6722390183
141	0.6246992528	0.671824056
142	0.624528979	0.6721204576
143	0.6243597099	0.6719426166
144	0.6241528613	0.6722390183
145	0.6239783664	0.67253542
146	0.6237811423	0.6728318217
147	0.6236068653	0.673068943
148	0.6233978325	0.672713261
149	0.6232558457	0.6730096627
150	0.6231231236	0.6730096627
151	0.6229299957	0.6731282234
152	0.6227657664	0.6730096627
153	0.6226362552	0.673068943
154	0.6224339341	0.6733060644
155	0.6222512229	0.6734839054
156	0.6220870381	0.6734839054
157	0.6219390303	0.6738988677
158	0.6218088142	0.6740767088
159	0.621648842	0.6736617464
160	0.6214694283	0.6740174284
161	0.6213493065	0.6741359891
162	0.6212531506	0.6744323908
163	0.6210561745	0.6743731104
164	0.6209178643	0.6741952694
165	0.6207221742	0.6746102318
166	0.6205674047	0.6745509514
167	0.6204176157	0.6741952694
168	0.6202480725	0.6738395874
169	0.6201036944	0.6736617464
170	0.6200104859	0.6737210267
171	0.6198189846	0.6734839054
172	0.6196599967	0.6738395874
173	0.6195235653	0.6738395874
174	0.619379562	0.6738988677
175	0.6192893193	0.6738395874
176	0.6191157687	0.6742545498
177	0.6189626062	0.6741359891
178	0.6188829489	0.6744916711
179	0.6187930414	0.6740767088
180	0.6186921481	0.6744323908
181	0.6185364172	0.6745509514
182	0.6184239631	0.6748473531
183	0.6183687898	0.6751437548
184	0.6182377557	0.6753215958
185	0.6181235124	0.6749659138
186	0.6180043319	0.6752623155
187	0.6178801263	0.6756179975
188	0.6177725824	0.6755587172
189	0.6176823676	0.6755587172
190	0.6174948693	0.6752623155
191	0.6173973618	0.6754401565
192	0.6172679888	0.6757958385
193	0.6171642337	0.6760329599
194	0.6170344296	0.6759143992
195	0.6168973701	0.6762108009
196	0.6168065243	0.6760329599
197	0.6166788011	0.6764479222
198	0.6165579746	0.6764479222
199	0.6163716322	0.6766257632
200	0.6162136287	0.6766850436
201	0.6160889576	0.6771000059
202	0.6159893843	0.6772185666
203	0.6159088285	0.6769814453
204	0.6157884557	0.6768628846
205	0.615708186	0.6773371273
206	0.6156437498	0.6774556879
207	0.6155422154	0.6773371273
208	0.6154571834	0.6769814453
209	0.6153492436	0.6773964076
210	0.6152264323	0.677633529
211	0.6151463188	0.6774556879
212	0.6150042136	0.6773371273
213	0.6149494726	0.6774556879
214	0.6148193218	0.677633529
215	0.6147553529	0.6775742486
216	0.6146149598	0.6775742486
217	0.6145284802	0.6784041733
218	0.6144144563	0.6777520896
219	0.6143289805	0.6778706503
220	0.6142349426	0.6777520896
221	0.6141284375	0.6780484913
222	0.614009832	0.6782263323
223	0.6139351178	0.6782856127
224	0.6138758564	0.6779299306
225	0.6137685143	0.678344893
226	0.6137158992	0.6786412947
227	0.6136095417	0.6786412947
228	0.6135050775	0.6788191357
229	0.6134181065	0.678878416
230	0.6133183469	0.6789969767
231	0.61323347	0.6789969767
232	0.6131434556	0.679234098
233	0.6130144143	0.679056257
234	0.6129375353	0.6788191357
235	0.6128595813	0.6789376964
236	0.612772265	0.6789969767
237	0.6127194549	0.679056257
238	0.6126568571	0.679056257
239	0.6125291521	0.6789969767
240	0.6124335589	0.6789969767
241	0.6123445222	0.6789376964
242	0.6122583195	0.6789376964
243	0.6121482512	0.6789969767
244	0.6120140983	0.679234098
245	0.6119232192	0.6789969767
246	0.611846174	0.6794712194
247	0.6117668226	0.6795304997
248	0.6116795731	0.6791748177
249	0.6116120969	0.6793526587
250	0.6115360343	0.6794712194
251	0.6114804913	0.6796490604
252	0.6114046537	0.6794119391
253	0.6113471514	0.679234098
254	0.6112768539	0.6793526587
255	0.6112095347	0.6791748177
256	0.6111354594	0.6793526587
257	0.6110906366	0.679056257
258	0.6109608499	0.6789969767
259	0.6108750533	0.6791748177
260	0.6107241702	0.6796490604
261	0.6106596267	0.6797676211
262	0.610585151	0.6794712194
263	0.6105046557	0.6797083407
264	0.6104020232	0.6801233031
265	0.6103345958	0.6802418638
266	0.6102615593	0.6800047424
267	0.6102209836	0.6798861818
268	0.610182287	0.6797676211
269	0.6101395341	0.6798269014
270	0.610106614	0.6799454621
271	0.6100478892	0.6797676211
272	0.6099384272	0.6797083407
273	0.6098322331	0.6798861818
274	0.6097974169	0.6799454621
275	0.6096973667	0.6799454621
276	0.6096292322	0.6798269014
277	0.6096025955	0.6796490604
278	0.6095252817	0.6796490604
279	0.6094632033	0.6797676211
280	0.60938464	0.6798861818
281	0.6093191345	0.6795897801
282	0.6092589192	0.6794712194
283	0.6091783856	0.6797083407
284	0.609111873	0.6798861818
285	0.6090582081	0.6797083407
286	0.6089826792	0.6798269014
287	0.6089076076	0.6798861818
288	0.6088556909	0.6798861818
289	0.6087564358	0.6798861818
290	0.6086704845	0.6800640228
291	0.6086212512	0.6800047424
292	0.6085776935	0.6799454621
293	0.6085400599	0.6800640228
294	0.6085126068	0.6803604244
295	0.6084612978	0.6800640228
296	0.608356421	0.6806568261
297	0.6082398031	0.6804789851
298	0.6081802219	0.6804789851
299	0.6080365306	0.6806568261
300	0.6079891195	0.6807753868
301	0.6079265381	0.6810125082
302	0.6078721876	0.6809532278
303	0.607805814	0.6809532278
304	0.6077137949	0.6810125082
305	0.6076406363	0.6810717885
306	0.6076134952	0.6810125082
307	0.6075702841	0.6811903492
308	0.6074954357	0.6813089098
309	0.6074353775	0.6813681902
310	0.607378206	0.6811903492
311	0.6073095688	0.6810717885
312	0.6072382127	0.6814274705
313	0.607155781	0.6815460312
314	0.607081998	0.6813089098
315	0.6070082443	0.6813681902
316	0.60696725	0.6816053115
317	0.606937321	0.6817831525
318	0.6068952105	0.6817831525
319	0.606851205	0.6819609935
320	0.6067347045	0.6816645919
321	0.6066645482	0.6821388345
322	0.606568798	0.6821981149
323	0.6065262081	0.6816645919
324	0.606487622	0.6818424329
325	0.6064014194	0.6819609935
326	0.606327927	0.6821388345
327	0.6062858066	0.6818424329
328	0.6062107824	0.6821388345
329	0.6061665794	0.6820795542
330	0.6061008812	0.6823759559
331	0.6060426979	0.6823759559
332	0.6060015139	0.6823166756
333	0.6059358523	0.6824945166
334	0.605916584	0.6827316379
335	0.6058692094	0.6825537969
336	0.6058315014	0.6823759559
337	0.6057680569	0.6826130772
338	0.6056913975	0.6827909183
339	0.6056303832	0.6827909183
340	0.605562983	0.6830873199
341	0.6055298478	0.6832058806
342	0.6054758424	0.6830873199
343	0.6054455273	0.6833244413
344	0.6054164579	0.6830873199
345	0.6053881225	0.6831466003
346	0.6053402085	0.6829094789
347	0.6053043469	0.6829687593
348	0.6052453475	0.6829094789
349	0.6052086016	0.6828501986
350	0.6051832246	0.6829094789
351	0.605165963	0.6832058806
352	0.6051494966	0.6832058806
353	0.6051033803	0.6830873199
354	0.605094135	0.6831466003
355	0.6050374331	0.6833837216
356	0.6049830996	0.6832058806
357	0.6049019777	0.6832651609
358	0.6048390939	0.6829687593
359	0.6047539954	0.6830280396
360	0.6047064104	0.6832651609
361	0.6046197385	0.6832651609
362	0.6045863102	0.6833837216
363	0.6045367593	0.6831466003
364	0.604492348	0.6829687593
365	0.6044452423	0.6829094789
366	0.6043610204	0.6829094789
367	0.6043182137	0.6829094789
368	0.6042538369	0.6830873199
369	0.6042056501	0.6830280396
370	0.6041168674	0.6832651609
371	0.6040859389	0.6832651609
372	0.6040360238	0.6831466003
373	0.604008102	0.6832058806
374	0.6039233147	0.6833244413
375	0.6038919489	0.6832651609
376	0.6038515633	0.6830280396
377	0.603769086	0.6835022823
378	0.6037216294	0.683443002
379	0.6036489748	0.6835022823
380	0.6035751058	0.683620843
381	0.6035201954	0.6833837216
382	0.6034593957	0.6835022823
383	0.6034095277	0.6836801233
384	0.6033905893	0.6836801233
385	0.6033696166	0.6838579643
386	0.6033267045	0.6840358053
387	0.6032909014	0.6840358053
388	0.6032426076	0.683976525
389	0.6032026348	0.6839172446
390	0.6031528168	0.6837394036
391	0.6030985154	0.6838579643
392	0.6030742466	0.6838579643
393	0.6030480243	0.6838579643
394	0.60298053	0.6839172446
395	0.6029048074	0.684154366
396	0.602854549	0.6840950857
397	0.6028305835	0.683976525
398	0.6027940266	0.6839172446
399	0.6027753151	0.683976525
400	0.6027357207	0.683976525
401	0.602666042	0.6842729267
402	0.6026297567	0.6843914873
403	0.6026080649	0.684154366
404	0.6025886615	0.683976525
405	0.6025635393	0.6839172446
406	0.6025376423	0.6840950857
407	0.6025041314	0.6842729267
408	0.6024590141	0.6842136463
409	0.6024263763	0.6843914873
410	0.6023421322	0.684687889
411	0.6023239107	0.684687889
412	0.6022932197	0.6846286087
413	0.6022568404	0.684687889
414	0.6022472636	0.6847471694
415	0.6022058127	0.6844507677
416	0.6021824001	0.684510048
417	0.6021422043	0.6843914873
418	0.6021061875	0.6844507677
419	0.6020425627	0.6844507677
420	0.6019982783	0.6840950857
421	0.6019506823	0.6840950857
422	0.6018916358	0.684510048
423	0.6018541824	0.6842729267
424	0.6017960363	0.6845693284
425	0.6017679405	0.6846286087
426	0.601721851	0.6846286087
427	0.6016986569	0.684510048
428	0.601675641	0.684510048
429	0.6016634399	0.684510048
430	0.6016360811	0.6845693284
431	0.6016037006	0.6849842907
432	0.6015864364	0.6849250104
433	0.6015298628	0.6852214121
434	0.6014938841	0.6848064497
435	0.6014391859	0.685043571
436	0.6014164231	0.6848064497
437	0.6013709601	0.6847471694
438	0.6013199898	0.6851028514
439	0.6012854872	0.6851621317
440	0.601256648	0.6852806924
441	0.6012322513	0.6851621317
442	0.6011983728	0.6851028514
443	0.6011208597	0.685043571
444	0.6011174608	0.685043571
445	0.6010586337	0.6851621317
446	0.6010401844	0.6851028514
447	0.6010243853	0.685043571
448	0.6010116097	0.68486573
449	0.6009749146	0.6849250104
450	0.600906953	0.6852806924
451	0.6009019902	0.6851621317
452	0.6008684887	0.6853399727
453	0.600805615	0.6853399727
454	0.6007484091	0.6855178137
455	0.6007055896	0.6853992531
456	0.600685114	0.6854585334
457	0.6006642226	0.6855178137
458	0.6006074373	0.6853992531
459	0.6005827559	0.6853399727
460	0.6005544366	0.6852806924
461	0.6005349991	0.6851028514
462	0.6005093747	0.6851621317
463	0.6004896063	0.6849842907
464	0.6004324291	0.6852214121
465	0.6003906101	0.6854585334
466	0.6003591348	0.6855178137
467	0.6002982457	0.6855770941
468	0.6002563322	0.6856956548
469	0.6002332775	0.6856363744
470	0.6001934634	0.6857549351
471	0.6001306943	0.6856956548
472	0.600114017	0.6858142154
473	0.6000687595	0.6858142154
474	0.6000531974	0.6858734958
475	0.6000217761	0.6859327761
476	0.5999939501	0.6858142154
477	0.5999585562	0.6860513368
478	0.5999165112	0.6859327761
479	0.5998797869	0.6858142154
480	0.5998151141	0.6856363744
481	0.5997796295	0.6857549351
482	0.5997340168	0.6860513368
483	0.5996979949	0.6859327761
484	0.5996908637	0.6859327761
485	0.5996210751	0.6859327761
486	0.599582829	0.6859920564
487	0.5995577946	0.6859327761
488	0.5995161113	0.6858734958
489	0.5994916368	0.6859920564
490	0.5994569825	0.6859327761
491	0.5994294232	0.6859327761
492	0.5993757841	0.6858142154
493	0.5993656313	0.6859327761
494	0.5993424634	0.6858142154
495	0.5993415049	0.6858734958
496	0.5993007469	0.6856956548
497	0.5992601961	0.6858734958
498	0.5992339547	0.6858142154
499	0.5992096711	0.6856956548
500	0.599162187	0.6858734958
501	0.5991371146	0.6858142154
502	0.5991156221	0.6858734958
503	0.5990938492	0.6859920564
504	0.599068752	0.6859327761
505	0.5990390756	0.6860513368
506	0.5990116283	0.6862291778
507	0.5989669365	0.6861698974
508	0.5989482451	0.6862291778
509	0.5989207044	0.6862884581
510	0.5988927214	0.6862291778
511	0.5988783318	0.6860513368
512	0.5988638791	0.6861106171
513	0.5988623144	0.6861106171
514	0.598836523	0.6860513368
515	0.5988246877	0.6861106171
516	0.5987998774	0.6861698974
517	0.59876575	0.6862291778
518	0.5987420518	0.6862291778
519	0.5987071333	0.6862291778
520	0.5986841428	0.6862291778
521	0.5986679525	0.6863477385
522	0.5986310999	0.6862884581
523	0.5986218425	0.6861106171
524	0.5985900784	0.6862291778
525	0.5985404232	0.6862291778
526	0.5984957539	0.6865848598
527	0.5984730508	0.6864662991
528	0.5984369019	0.6864070188
529	0.598419604	0.6863477385
530	0.5984022755	0.6863477385
531	0.5983843004	0.6864070188
532	0.598330326	0.6864070188
533	0.598259742	0.6868219811
534	0.5982111993	0.6866441401
535	0.5981970084	0.6866441401
536	0.5981766217	0.6865255795
537	0.5981514294	0.6867034205
538	0.5981280456	0.6867034205
539	0.598107945	0.6868219811
540	0.5980817624	0.6868812615
541	0.5980683758	0.6868219811
542	0.5980305803	0.6869998222
543	0.5980094996	0.6868219811
544	0.5980002553	0.6867627008
545	0.5979649825	0.6868219811
546	0.5979338465	0.6869998222
547	0.5979045617	0.6871183828
548	0.5978800348	0.6870591025
549	0.5978181461	0.6870591025
550	0.597745545	0.6868812615
551	0.5977159241	0.6868219811
552	0.5976807895	0.6869405418
553	0.5976643779	0.6869405418
554	0.5976536639	0.6869998222
555	0.597642964	0.6869405418
556	0.5975779283	0.6872369435
557	0.5975416009	0.6873555042
558	0.597510226	0.6871776632
559	0.597498792	0.6873555042
560	0.5974756739	0.6872369435
561	0.5974305186	0.6874740649
562	0.5973932027	0.6872369435
563	0.5973735789	0.6872962238
564	0.5973693571	0.6872962238
565	0.5973634171	0.6872962238
566	0.5973287367	0.6873555042
567	0.5973176372	0.6872962238
568	0.5972771087	0.6871776632
569	0.5972725659	0.6871183828
570	0.5972197026	0.6872369435
571	0.5972040417	0.6873555042
572	0.5971689605	0.6873555042
573	0.5971290884	0.6874740649
574	0.5971164223	0.6872962238
575	0.5970853188	0.6872369435
576	0.5970830051	0.6873555042
577	0.5970432911	0.6872369435
578	0.597015307	0.6873555042
579	0.5970035316	0.6873555042
580	0.5969865553	0.6873555042
581	0.5969509938	0.6874740649
582	0.5969256285	0.6873555042
583	0.5968721983	0.6872369435
584	0.596842208	0.6872369435
585	0.5968144773	0.6872962238
586	0.5967913521	0.6873555042
587	0.5967820149	0.6874147845
588	0.5967358136	0.6875333452
589	0.5967260829	0.6875926255
590	0.5967079634	0.6875926255
591	0.5966874185	0.6875333452
592	0.5966675349	0.6875926255
593	0.5966399156	0.6875333452
594	0.5966307927	0.6875333452
595	0.5966072619	0.6874740649
596	0.596591594	0.6874740649
597	0.5965426565	0.6874740649
598	0.5965185614	0.6875926255
599	0.5964969434	0.6875926255
600	0.5964699155	0.6874740649
601	0.5964698075	0.6874740649
602	0.5964532996	0.6874740649
603	0.5964230937	0.6875926255
604	0.5963977907	0.6874740649
605	0.5963655606	0.6873555042
606	0.5963373734	0.6872369435
607	0.5963222788	0.6873555042
608	0.5963188496	0.6875333452
609	0.5962766153	0.6875333452
610	0.5962415553	0.6874147845
611	0.5962252103	0.6874740649
612	0.5962206327	0.6874740649
613	0.59619926	0.6875926255
614	0.5961541651	0.6874740649
615	0.5961180597	0.6872962238
616	0.5960960226	0.6872962238
617	0.5960918864	0.6872369435
618	0.5960853378	0.6872369435
619	0.5960357525	0.6873555042
620	0.5959698611	0.6879483075
621	0.595945047	0.6878297469
622	0.5959335151	0.6877111862
623	0.5958950624	0.6875926255
624	0.5958582515	0.6877704665
625	0.5958361413	0.6878297469
626	0.5958261673	0.6878890272
627	0.5958215419	0.6878890272
628	0.5958009808	0.6879483075
629	0.595764255	0.6879483075
630	0.5957415868	0.6878890272
631	0.5957333307	0.6879483075
632	0.5957216911	0.6879483075
633	0.5957028712	0.6876519059
634	0.5956824148	0.6880075879
635	0.5956647947	0.6880075879
636	0.595636792	0.6880075879
637	0.5956311921	0.6879483075
638	0.5956168213	0.6880075879
639	0.5955902539	0.6880075879
640	0.5955514649	0.6878297469
641	0.595546798	0.6879483075
642	0.595535561	0.6880075879
643	0.595523447	0.6877704665
644	0.5955173603	0.6878890272
645	0.5955054422	0.6880075879
646	0.5954956572	0.6880075879
647	0.5954733453	0.6878890272
648	0.5954542555	0.6879483075
649	0.5954263523	0.6878890272
650	0.5954063285	0.6880075879
651	0.5953858887	0.6880075879
652	0.5953686528	0.6880075879
653	0.5953447674	0.6881261486
654	0.5952981621	0.6883039896
655	0.59527218	0.6882447092
656	0.5952303459	0.6883039896
657	0.5952137072	0.6883039896
658	0.5951996404	0.6883039896
659	0.5951691397	0.6886003913
660	0.5951637715	0.6886003913
661	0.5951320551	0.6886003913
662	0.5951126111	0.6886596716
663	0.5950926978	0.6886003913
664	0.5950669176	0.6884225502
665	0.5950464885	0.6886003913
666	0.5950195827	0.6886003913
667	0.5950114348	0.6885411109
668	0.594999062	0.6885411109
669	0.5949845271	0.6884225502
670	0.5949506917	0.6883039896
671	0.5949414083	0.6882447092
672	0.5949296743	0.6882447092
673	0.5948669331	0.6884818306
674	0.5948539283	0.6884225502
675	0.5948256195	0.6884225502
676	0.5948203442	0.6884818306
677	0.5948087004	0.6883632699
678	0.5947832018	0.6883632699
679	0.5947605909	0.6885411109
680	0.5947099547	0.6887782323
681	0.5946978464	0.6887189519
682	0.5946847988	0.6888967929
683	0.5946678897	0.6888375126
684	0.5946526261	0.6888375126
685	0.5946525466	0.6888967929
686	0.5946349235	0.6890153536
687	0.5946290301	0.6888967929
688	0.5946085909	0.6891931946
689	0.5945953792	0.6893117553
690	0.5945805289	0.6893710356
691	0.5945699165	0.6891339143
692	0.5945432054	0.6893710356
693	0.5945075987	0.689430316
694	0.5944843249	0.689430316
695	0.5944525734	0.6893117553
696	0.5944169695	0.6896674373
697	0.594397311	0.689608157
698	0.5943670254	0.6894895963
699	0.5943553196	0.6895488766
700	0.5943153876	0.6894895963
701	0.59430086	0.689430316
702	0.5942902047	0.689608157
703	0.5942855469	0.689608157
704	0.5942762932	0.6895488766
705	0.5942591698	0.689430316
706	0.5942433156	0.6894895963
707	0.5941641228	0.689430316
708	0.5941473838	0.689430316
709	0.594143792	0.6894895963
710	0.5941180599	0.6894895963
711	0.5941094255	0.6895488766
712	0.5940840951	0.6895488766
713	0.5940510917	0.689608157
714	0.5940415124	0.6896674373
715	0.594023385	0.6894895963
716	0.5939984352	0.6893117553
717	0.5939563398	0.689252475
718	0.5939455547	0.689252475
719	0.5939315509	0.689430316
720	0.5938904399	0.689252475
721	0.5938645073	0.6891339143
722	0.5938351225	0.689430316
723	0.593797347	0.689252475
724	0.5937714156	0.6893117553
725	0.5937558109	0.6893117553
726	0.5937161548	0.6894895963
727	0.5936933775	0.6897267176
728	0.5936817589	0.6895488766
729	0.593630253	0.6894895963
730	0.5936139397	0.6893710356
731	0.5935989882	0.6893710356
732	0.5935800158	0.6893117553
733	0.5935791204	0.6893117553
734	0.5935350361	0.6893710356
735	0.5935252741	0.689252475
736	0.5935066819	0.6893710356
737	0.5934909019	0.689252475
738	0.5934894308	0.689252475
739	0.5934630759	0.689430316
740	0.5934495265	0.689430316
741	0.5934453449	0.6894895963
742	0.5934076502	0.6895488766
743	0.5933695382	0.689430316
744	0.5933602403	0.6894895963
745	0.5933545789	0.6894895963
746	0.5933227954	0.6894895963
747	0.593293426	0.6893117553
748	0.593269801	0.6891339143
749	0.5932400802	0.6890746339
750	0.5932367805	0.6890746339
751	0.5932263708	0.6890746339
752	0.5932181789	0.6891339143
753	0.5931920286	0.6890746339
754	0.5931817621	0.6891931946
755	0.5931516555	0.6893117553
756	0.5931245875	0.6894895963
757	0.5931124348	0.689608157
758	0.5930947701	0.689608157
759	0.5930837513	0.6896674373
760	0.5930739664	0.6893710356
761	0.5930680445	0.689252475
762	0.593037293	0.6893710356
763	0.5930310102	0.6893117553
764	0.5930161773	0.6893117553
765	0.5930051448	0.6893117553
766	0.593002612	0.6893117553
767	0.5929856618	0.6893710356
768	0.5929724899	0.689252475
769	0.5929658555	0.6893710356
770	0.5929619399	0.6893710356
771	0.592949451	0.689252475
772	0.5929255544	0.6891339143
773	0.5929144228	0.6893117553
774	0.5929122386	0.689252475
775	0.5929008852	0.6891931946
776	0.5928878905	0.689252475
777	0.5928421809	0.689252475
778	0.5928180663	0.6893117553
779	0.5928111603	0.6893117553
780	0.5927656791	0.6894895963
781	0.5927345417	0.689608157
782	0.5927056642	0.689430316
783	0.5926942471	0.689608157
784	0.5926643523	0.6898452783
785	0.5926492199	0.6899045587
786	0.5926401107	0.689785998
787	0.5926180995	0.689785998
788	0.5926053252	0.6898452783
789	0.5925992656	0.6899045587
790	0.5925851459	0.6898452783
791	0.592572922	0.6899045587
792	0.5925289209	0.6898452783
793	0.5925128319	0.689785998
794	0.5925003258	0.689785998
795	0.5924852208	0.6898452783
796	0.592466085	0.6897267176
797	0.5924484716	0.689785998
798	0.5923997597	0.6897267176
799	0.5923760349	0.689608157
800	0.5923724638	0.689785998
801	0.5923547262	0.6898452783
802	0.5923439762	0.6898452783
803	0.5923398843	0.6898452783
804	0.5923068652	0.6897267176
805	0.592284435	0.689608157
806	0.5922686629	0.6897267176
807	0.5922650316	0.689608157
808	0.5922458338	0.689608157
809	0.5922274531	0.6896674373
810	0.5922094548	0.6896674373
811	0.5921791954	0.6897267176
812	0.5921634833	0.6895488766
813	0.5921527799	0.6897267176
814	0.5921172188	0.6897267176
815	0.5921146141	0.6897267176
816	0.5920943207	0.689608157
817	0.592071143	0.689608157
818	0.5920576727	0.689785998
819	0.592026399	0.6900823997
820	0.5920061408	0.6902602407
821	0.5919837156	0.690319521
822	0.5919680792	0.69014168
823	0.5919563515	0.6902602407
824	0.5919451461	0.6902602407
825	0.5919140853	0.6902009603
826	0.5919055196	0.6902009603
827	0.5919011949	0.6902009603
828	0.5918543371	0.6904380817
829	0.5918329443	0.6903788014
830	0.5917820256	0.690319521
831	0.5917067213	0.690319521
832	0.591693957	0.690319521
833	0.5916714225	0.69014168
834	0.591667589	0.69014168
835	0.5916538748	0.6902602407
836	0.5916463859	0.6902009603
837	0.5916328105	0.6902602407
838	0.5916053674	0.6904380817
839	0.5915669907	0.6903788014
840	0.5915616262	0.6904380817
841	0.5915280715	0.6904380817
842	0.5915028502	0.690497362
843	0.5914942311	0.690497362
844	0.5914858214	0.6904380817
845	0.5914825101	0.6904380817
846	0.5914565722	0.6904380817
847	0.5914444911	0.690497362
848	0.5913936701	0.690497362
849	0.5913873616	0.6906159227
850	0.5913713598	0.6906159227
851	0.5913486207	0.6906159227
852	0.5913439159	0.6907344834
853	0.5913334049	0.6907937637
854	0.5913104409	0.6906159227
855	0.5912882967	0.690675203
856	0.5912842255	0.690675203
857	0.5912558615	0.6907937637
858	0.5912219985	0.6907937637
859	0.5912064273	0.6907344834
860	0.5912060107	0.6907344834
861	0.5911894466	0.690675203
862	0.5911610414	0.6909123244
863	0.5911519701	0.6909716047
864	0.5911055239	0.6907937637
865	0.5910979703	0.6907344834
866	0.5910704439	0.6907937637
867	0.5910496641	0.6907937637
868	0.5910352675	0.690853044
869	0.5909882023	0.6907344834
870	0.5909645449	0.6907344834
871	0.5909257271	0.6909123244
872	0.5909164805	0.690853044
873	0.5908945507	0.690853044
874	0.5908872445	0.6907937637
875	0.5908743504	0.690853044
876	0.5908552328	0.6909123244
877	0.5908506359	0.6907344834
878	0.590829082	0.690853044
879	0.5908201525	0.690853044
880	0.5908132156	0.690853044
881	0.5908033051	0.6907344834
882	0.5907945145	0.6907344834
883	0.5907754308	0.6907937637
884	0.5907665818	0.690675203
885	0.5907606117	0.6907344834
